bug_id,Creation Date,Last Modified Date,Importance,Symptom,Title
83227,2017-11-30,2018-02-16,P2 normal ,crash,[7 Regression] internal compiler error: in process_init_constructor_array
99700,2021-03-21,2022-05-11,P3 normal ,accepts_invalid,[10 Regression] uninitialized variable accepted as a constant expression in C++ 20
90825,2019-06-10,2019-09-24,P3 normal ,crash,[9 Regression] g++: internal compiler error: Segmentation fault signal terminated program cc1plus
79118,2017-01-17,2017-01-24,P1 normal ,crash,"[7 Regression] internal compiler error: in cxx_eval_bit_field_ref, at cp/constexpr.c:2258"
91179,2019-07-16,2021-04-15,P3 normal ,diagnostic,Spurious -Wconversion warning after promotion
101073,2021-06-14,2023-03-05,P2 normal ,crash,"[10/11/12/13 Regression] ICE in cxx_eval_constant_expression, at cp/constexpr.c:6941"
83058,2017-11-20,2017-11-28,P3 normal ,crash,"[6/7/8 Regression] ICE on C++ code with negative array index: in warn_placement_new_too_small, at cp/init.c:2666"
96121,2020-07-08,2021-11-19,P3 normal ,diagnostic,Uninitialized variable copying in member initialized list not diagnosed
89187,2019-02-04,2019-08-30,P2 normal ,crash,"[7 Regression] ICE in initialize_argument_information, at calls.c:2023"
89914,2019-04-01,2019-04-08,P4 normal ,crash,"[9 Regression] ICE in nothrow_spec_p, at cp/except.c:1238"
81796,2017-08-10,2017-08-11,P3 normal ,others,error: no matching function for call to ‘S2::operator delete(void*)’
90996,2019-06-25,2022-05-27,P2 normal ,crash,"[9 Regression] ICE in gimplify_expr, at gimplify.c:13495"
94074,2020-03-06,2020-03-11,P1 normal ,rejects_valid,[10 Regression] bogus modifying a const object error with const COMPONENT_REF
81311,2017-07-04,2022-05-13,P2 normal ,wrong_output,[7 Regression] An std::ref argument calls copy constructor instead of template constructor in C++17 mode
96533,2020-08-08,2023-07-13,P3 normal ,crash,ICE with three-way comparison when error occurs in templated operator< overload and -Wunused-parameter
97121,2020-09-19,2021-11-04,P3 normal ,crash,ICE (segfault) on incorrect default three-way comparison declaration
96299,2020-07-23,2021-10-13,P3 normal ,rejects_valid,Defaulted operator <=> implicitly deleted when a member has operator < and operator == and return type is specified
98545,2021-01-05,2021-01-22,P1 normal ,crash,"[11 Regression] ICE in write_expression, at cp/mangle.c:3352"
99213,2021-02-23,2021-02-25,P3 normal ,diagnostic,Suboptimal pretty printing of local class type when type's context contains a class template specialization
88795,2019-01-10,2021-10-12,P3 normal ,crash,ICE on class-template argument deduction if non-type parameter has indirection
89532,2019-02-28,2019-03-01,P1 normal ,crash,"[9 Regression] internal compiler error: in type_has_nontrivial_copy_init, at cp/tree.c:4024"
83217,2017-11-29,2018-04-04,P3 normal ,efficient/hang,Compiler segfault: structured binding by reference to a templated type via a pointer
98620,2021-01-11,2021-01-12,P3 normal ,diagnostic,SFINAE code in class specialization generates warnings
103991,2022-01-12,2022-01-17,P1 normal ,diagnostic,[12 Regression] Bogus -Wreturn-type with constexpr if and local var with destructor
80916,2017-05-30,2024-04-08,P2 normal ,diagnostic,"[8 Regression] Spurious ""declared 'static' but never defined"" warni"
95328,2020-05-26,2021-08-05,P3 normal ,rejects_valid,"structured binding of template type inside template function is reported as ""incomplete class type"""
82075,2017-09-01,2019-09-01,P3 normal ,rejects_valid,structured binding fails with empty base class
89036,2019-01-24,2019-02-14,P2 normal ,crash,[8 Regression] ICE if destructor has a requires
94719,2020-04-22,2020-04-22,P3 normal ,crash,ICE with constrained inherited constructor template from class template since 
94819,2020-04-28,2020-04-29,P3 normal ,rejects_valid,"[10 Regression] Inherited and constrained constructors are ""ambiguous"" even if they aren't Pt. 2"
104527,2022-02-14,2023-05-22,P2 normal ,crash,"[11 Regression] ICE: tree check: accessed elt 1 of 'tree_vec' with 0 elts in hash, at cp/constraint.cc:2486"
100828,2021-05-30,2021-08-11,P3 normal ,rejects_valid,Arbitrary limit on constraint complexity
82507,2017-10-10,2020-02-05,P3 normal ,others,[concepts] premature substitution into constraint of non-template member function
87327,2018-09-17,2021-08-05,P2 normal ,rejects_valid,"[8 Regression] Calling member functions on captured constexpr variables ""is not a constant expression"""
107079,2022-09-28,2023-06-30,P2 normal ,crash,[10/11 Regression] ICE initializing lifetime-extended constexpr variable that stores its this pointer
93169,2020-01-06,2020-02-20,P1 normal ,wrong_output,[10 regression] Variable incorrectly put into readonly section.
93998,2020-03-02,2020-03-03,P1 normal ,crash,"[10 Regression] ICE in adjust_temp_type, at cp/constexpr.c:1426"
99980,2021-04-08,2023-12-27,P3 normal ,rejects_valid,Delayed parsing of noexcept doesn't work in member function template
106925,2022-09-13,2022-10-14,P2 normal ,crash,[12/13 Regression] ICE in maybe_splice_retval_cleanup at gcc/cp/except.cc:1330 since 
84314,2018-02-09,2018-02-21,P1 normal ,others,[8 Regression] Another ICE in finish_member_declaration
88548,2018-12-18,2021-01-23,P1 normal ,accepts_invalid,[9 Regression] this accepted in static member functions
86747,2018-07-30,2020-02-26,P2 normal ,rejects_valid,[8 Regression] rejects-valid with redundant friend declaration
83958,2018-01-21,2018-03-03,P2 normal ,crash,[7 Regression] ICE: Segmentation fault (in find_decomp_class_base)
84558,2018-02-25,2018-06-25,P2 normal ,crash,[6 Regression] ICE with invalid constexpr constructor
87436,2018-09-25,2019-11-14,P2 normal ,efficient/hang,[7 Regression] G++ produces >300MB .rodata section to initialize struct with big array
85148,2018-03-31,2018-04-04,P2 normal ,crash,[6/7/8 Regression] ICE with NSDMI and this pointer
85262,2018-04-06,2018-04-10,P2 normal ,rejects_valid,[6/7/8 Regression] Trouble with constructor and -fpermissive
87480,2018-10-01,2020-02-26,P2 normal ,rejects_valid,"[8 Regression] SFINAE constructor not matched, only in templated function"
87554,2018-10-08,2020-02-26,P2 normal ,crash,"[8 Regression] internal compiler error: in record_reference, at cgraphbuild.c:64"
88123,2018-11-20,2021-05-14,P2 normal ,rejects_valid,[8 Regression] faulty qualified name lookup of overloaded operator within generic lambda via using-directive
88380,2018-12-05,2020-02-26,P2 normal ,wrong_output,"[8 Regression] Sequence of not-explicitly initialised, initialised, variable length generates no initialiser"
87150,2018-08-30,2019-08-13,P2 normal ,accepts_invalid,[8 Regression] move ctor wrongly chosen in return stmt (derived vs. base)
87750,2018-10-25,2019-03-09,P2 normal ,rejects_valid,[8/9 Regression] Failed compilation / parsing of template member call after 'using' declaration
84892,2018-03-15,2018-03-21,P3 normal ,diagnostic,Missing accessor hint for private field
88110,2018-11-20,2018-11-20,P3 normal ,crash,"[9 Regression] ICE (segfault) with -std=C++2a in cxx_eval_constant_expression when trying to evaluate nonoverridden ""virtual ... = 0"" function of a base class"
84151,2018-01-31,2021-12-02,P3 normal ,others,[6 Regression] g++ generates two identical loads in a volatile-qualified member function.
84698,2018-03-04,2019-06-18,P3 normal ,crash,ICE when using noexcept(noexcept()) declaration on global friend function of template class
85363,2018-04-12,2021-08-12,P3 normal ,wrong_output,Throwing exception from member constructor (brace initializer vs initializer list)
87378,2018-09-21,2019-03-06,P3 normal ,diagnostic,False -Wredundant-move (derived vs. base)
88252,2018-11-28,2022-03-21,P3 normal ,accepts_invalid,Deduction guide assume the constructor parameter is a forwarding reference if constructor defined outside class
88580,2018-12-23,2022-04-30,P3 normal ,rejects_valid,Parameter pack expansion fails (variadic constructor template inside a variadic class template)
83895,2018-01-16,2018-01-22,P3 normal ,others,[8 Regression] -Wparentheses warns about pointer-to-member typedefs
84494,2018-02-20,2021-02-01,P3 normal ,wrong_output,Invalid constexpr with default assignment operator
84692,2018-03-03,2021-07-23,P3 normal ,crash,Class template argument deduction ICE for template's member template
85146,2018-03-31,2021-10-01,P3 normal ,crash,ICE with __direct_bases for declared but not defined struct
85155,2018-04-02,2021-04-27,P3 normal ,diagnostic,Suboptimal error messages when using noexcept(false) on defaulted dtor
85386,2018-04-12,2018-04-12,P3 normal ,others,ICE when applying noexcept operator to default constructor
85415,2018-04-16,2021-12-08,P3 normal ,others,"internal compiler error: in finish_member_declaration, at cp/semantics.c:2984"
86044,2018-06-04,2019-04-23,P3 normal ,rejects_valid,noexcept(false) of constexpr member function ignored
86970,2018-08-16,2023-12-15,P3 normal ,rejects_valid,"Rejected constexpr expression involving lambdas and inheritance, ""use of this in a constant expression"""
87324,2018-09-15,2018-09-19,P3 normal ,others,g++ ICE with overriding initializers: Segmentation fault
88118,2018-11-20,2023-12-30,P3 enhancement ,others,GCC keeps unnecessary calls to new
84694,2018-03-03,2018-03-05,P4 normal ,crash,"[8 Regression] internal compiler error: tree check: expected tree that contains 'decl minimal' structure, have 'identifier_node' in do_friend, at cp/friend.c:498"
86648,2018-07-23,2019-01-17,P1 normal ,crash,[9 Regression] ICE on class template argument deduction
108437,2023-01-17,2023-01-19,P1 normal ,crash,"[13 Regression] ICE in build_min_non_dep_op_overload, at cp/tree.cc:3710"
108559,2023-01-26,2023-02-01,P1 normal ,crash,"[13 Regression] A new crash with using a simple class, inheritance and a function"
108579,2023-01-28,2023-02-03,P3 normal ,rejects_valid,[13 Regression] Requires-expression that checks constructor on non-template constructor of template class got rejected
108698,2023-02-07,2023-02-09,P1 normal ,others,[13 Regression] decltype ((T() + ‘excess_precision_expr’ not supported by dump_expr<expression error>)) median(ndarray<T>) [with T = double]’: since  
108887,2023-02-22,2023-03-30,P1 normal ,crash,[13 Regression] ICE in process_function_and_variable_attributes since 
108998,2023-03-02,2024-03-11,P1 normal ,crash,"[12 Regression] ICE in tsubst, at cp/pt.cc:16037"
109039,2023-03-06,2023-03-20,P2 normal ,wrong_output,[12 Regression] Miscompilation with no_unique_address and bitfields
109042,2023-03-06,2023-03-07,P1 normal ,crash,"[13 Regression] ICE in emit_support_tinfo_1, at cp/rtti.cc:1584"
109096,2023-03-10,2023-05-04,P3 normal ,wrong_output,__has_unique_object_representations does not account for unnamed bitfield
109159,2023-03-16,2023-04-28,P2 normal ,accepts_invalid,[10/11/12 Regression] explicit constructor is used in copy-initialization
109160,2023-03-16,2023-05-09,P3 normal ,crash,[Valid code] Constraint on deduced NTTP from method call causes ICE/Segfault.
109172,2023-03-17,2023-03-18,P3 normal ,accepts_invalid,[10/11/12/13 Regression] g++ calls a private destructor with the keyword throw after the try-block
109319,2023-03-28,2023-04-18,P2 normal ,crash,"[12 Regression] ICE in build_min_non_dep_op_overload, at cp/tree.cc:3793 since "
109396,2023-04-03,2024-05-28,P3 enhancement ,diagnostic,Winit-self doesn't warn when std::move()-d
109506,2023-04-13,2023-09-30,P3 normal ,accepts_invalid,[11/12 regression] -fchecking=2 causes some template constructor not be instantiated when used with NSDMI
109514,2023-04-14,2023-04-16,P3 normal ,others,[13 regression] -Werror=dangling-pointer false positive on fheroes-1.0.3 (lambdas)
109531,2023-04-17,2023-04-28,P3 normal ,crash,[13/14 Regression] Checking ICE with  hash table checking failed: equal operator returns true for a pair of values with a different hash value since 
109649,2023-04-27,2023-05-03,P3 normal ,accepts_invalid,[13/14 Regression] GCC accepts invalid inaccessible friend declaration of member function
109678,2023-04-29,2023-08-11,P2 normal ,efficient/hang,[13/14 Regression] exponential time behavior on std::variant
109751,2023-05-05,2023-10-16,P3 normal ,rejects_valid,[13/14 Regression] boost iterator_interface fails concept check starting in gcc-13
109899,2023-05-17,2024-01-15,P2 normal ,crash,"[12/13 Regression] ICE in check_noexcept_r, at cp/except.cc:1065"
109958,2023-05-24,2024-06-10,P2 normal ,crash,"[11/12/13/14/15 Regression] ICE: in build_ptrmem_type, at cp/decl.cc:11066 taking the address of bound static member function brought into derived class by using-declaration"
110084,2023-06-02,2024-02-06,P2 normal ,crash,[12/13/14 Regression] defaulted constexpr operator== causes crash
109871,2023-05-16,2024-02-12,P3 normal ,accepts_invalid,error: call of overloaded ... is ambiguous (std::vector vs designated initializers)
110102,2023-06-03,2023-06-23,P3 normal ,accepts_invalid,"[13 regression] initializer_list ctors of containers skip Allocator_traits::construct, copies move-only type"
110197,2023-06-09,2023-08-21,P2 normal ,rejects_valid,[13 Regression] Empty constexpr object constructor erronously claims out of range access
110295,2023-06-17,2023-12-15,P2 normal ,crash,[11 Regression] ICE in dwarf2out_finish with local class with inherited operator delete in a templated function and -g
110395,2023-06-24,2023-06-25,P3 normal ,efficient/hang,GCOV stuck in an infinite loop with large std::array
110441,2023-06-27,2023-07-15,P3 normal ,rejects_valid,c++17: temporary causes static member function call to confuse required copy elision
110524,2023-07-03,2023-07-27,P3 normal ,crash,[C++20] ICE with use of function template name with no prior declaration in decltype
110535,2023-07-03,2023-07-19,P3 normal ,crash,Internal error when performing a surrogate call with unsatisfied constraints
110580,2023-07-06,2023-07-11,P3 normal ,accepts_invalid,[14 Regression] gcc fails to typecheck nix-2.16.1 source: error: invalid initialization of reference of type
110927,2023-08-07,2023-08-16,P3 normal ,rejects_valid,GCC fails to parse dependent type in concept through partial specialization
111272,2023-09-01,2024-01-12,P3 normal ,diagnostic,[13/14 Regression] Truncated error messages with -std=c++23 and -std=c++26
112301,2023-10-30,2024-03-04,P3 normal ,wrong_output,[12/13/14 regression] Double destruction of returned object when exiting the scope causes an exception which gets rethrown since 
112482,2023-11-11,2023-12-14,P3 normal ,rejects_valid,error when auto(x) is used in a variable initializer (block scope)
112594,2023-11-17,2024-01-19,P3 normal ,rejects_valid,Non-type template parameter created with converting constructor sometimes has original type
112658,2023-11-21,2024-05-13,P2 normal ,wrong_output,[12/13 Regression] ICE: finish_expr_stmt with casting an temp array to pointer and constructor call
112744,2023-11-28,2023-11-30,P3 normal ,rejects_valid,Nested name specifier wrongly produces ambiguity in accessing static field
113031,2023-12-15,2024-01-01,P1 normal ,crash,[14 Regression] ICE in cxx_fold_indirect_ref_1 starting with 
113064,2023-12-18,2024-01-04,P3 normal ,rejects_valid,assignement from temporary sometimes invokes copy-assign instead of move-assign operator
84689,,,,,
38671,2008-12-30,2012-01-16,P2 normal ,others,[4.4/4.5/4.6/4.7 Regression] selecting one IV instead of three
19681,2005-01-29,2005-07-23,P2 normal ,others,extension loading currently incorrect
36810,2008-07-11,2008-07-11,P3 normal ,others,"""make"" asked me to report this error [GNU Fortran is not working]"
23629,2005-08-30,2005-08-30,P2 normal ,others,-finstrument-functions + -finline-functions produces incorrect output.
32172,2007-05-31,2007-06-01,P3 enhancement ,others,Behavior of -ffast-math
32898,2007-07-25,2007-08-24,P2 normal ,accepts_invalid,[4.2/4.3 regression] Definition of variable N::i outside namespace N not rejected
73666,,,,,
19452,2005-01-14,2012-02-04,P2 minor ,others,Not detecting a function does not throw
30844,2007-02-18,2007-02-20,P3 normal ,others,"invalid ""Can't find method"" error"
27941,2006-06-07,2008-06-08,P3 minor ,others,offsetof produces possibly erroneous warnings
21351,2005-05-03,2005-07-23,P2 normal ,crash,internal compiler error with sse
31222,2007-03-16,2007-04-07,P3 normal ,rejects_valid,Rejected: implicitly-typed dummys used in initialization expressions
28039,2006-06-15,2010-04-24,P3 enhancement ,diagnostic,Warn when ignoring extra characters in the format specification
47176,2011-01-05,2011-01-05,P3 normal ,others,libgo doesn't compile if libunicode is installed
42581,2010-01-02,2010-01-04,P3 normal ,others,"""gcc -v"" doesn't work with lto"
48545,2011-04-10,2011-04-11,P3 critical ,others,dereferencing does not work as expected
34796,2008-01-15,2008-01-20,P3 normal ,rejects_valid,[4.3 Regression] Too strict error checking for assumed-shaped array
19993,2005-02-16,2005-07-23,P1 normal ,others,-mlong-double-128 weirdness
30305,2006-12-26,2006-12-26,P3 normal ,others,[link-failure] .debug_info causes undefined reference.
20496,2005-03-16,2024-03-10,P2 enhancement ,others,"""-1"" is inconsistently printed in tree dumps"
28337,2006-07-11,2007-02-03,P1 normal ,crash,[4.0 regression] ICE with string literals in templates
40323,2009-06-01,2009-06-03,P1 normal ,efficient/hang,[4.5 Regression] compiling just takes forever and doesn't really process
44361,2010-06-01,2010-06-05,P3 normal ,others,-Wunused-but-set-variable vs. explicit void cast
42276,2009-12-04,2016-09-30,P3 normal ,others,"When creating cross-gcj compiler, libjvm gets installed in system library paths"
27155,2006-04-14,2006-05-28,P3 normal ,others,Transfer of character to integer array and vice versa still doesn't work
44671,2010-06-25,2010-06-28,P3 normal ,others,[4.6 Regression] Partial inlining breaks C++
23303,2005-08-09,2005-11-02,P2 minor ,others,[4.1 Regression] 4.1 generates sall + addl instead of leal
24289,2005-10-09,2005-10-09,P2 normal ,others,"libjava fails to build if GNU make 3.81 betas are used (caused by feature addition, not bug, in 3.81beta --> will still happen with 3.81 final)"
37265,2008-08-28,2008-09-09,P3 normal ,others,"[4.4 Regression] mt_allocator.cc:646: ICE: in gt_ggc_m_S, at ggc-page.c:1281"
28096,2006-06-20,2006-09-30,P1 normal ,wrong_output,[4.2 regression] fdlibm/strtod.c miscompiled at -O2
37172,2008-08-20,2008-08-20,P3 normal ,others,g++ should not cast const iterator to non-const by default
33904,2007-10-26,2007-11-12,P3 normal ,rejects_valid,"OpenMP: Default(shared) and wrong ""lastprivate variable is private in outer context"""
50779,2011-10-18,2024-10-25,P3 major ,rejects_valid,always_inline function fails to inline
44809,2010-07-04,2010-07-04,P3 normal ,others,[4.6 Regression] Mozilla build fails in gimplification.
47270,2011-01-12,2013-12-24,P4 normal ,others,[4.7/4.8/4.9 Regression] GCC produces unnecessary code on -O2 and -O3 levels
42211,2009-11-29,2009-12-13,P1 normal ,crash,[4.5 Regression] Segmentation fault with graphite -floop-interchange
34970,2008-01-25,2008-01-26,P3 normal ,others,[4.3 regression] name mangling broken for __attributte__((fastcall))
18876,2004-12-07,2007-05-04,P2 normal ,crash,"Bug box, Assert_Failure at namet.adb:630, on legal program"
48687,2011-04-19,2011-04-19,P3 normal ,diagnostic,"for errors from -pedantic,  -Werror reports ""[-Werror=edantic]"""
22591,2005-07-21,2005-07-27,P2 critical ,wrong_output,[4.0 regression] wrong alias information causes an incorrect redundant load elimination
49020,2011-05-17,2011-05-18,P3 normal ,others,Invalid std::strchr prototype in cstring
35039,2008-01-31,2016-10-07,P3 normal ,others,ICE in Linux-2.6.23 (fs/nfs/nfs4proc.c) when cross-compile with gcc-4.0.0
20744,2005-04-04,2005-06-05,P2 normal ,wrong_output,[4.0 only] size= isn't implemented correctly
27027,2006-04-04,2016-09-30,P3 normal ,others,task cancellation and native Eclipse
20930,2005-04-10,2005-06-13,P2 normal ,others,[4.0 Regression] gfortran.dg/backspace.f execution test
51484,2011-12-09,2011-12-09,P3 normal ,others,Can't create C++ executable with -profile-generate
68024,2015-10-19,2015-10-21,P3 normal ,others,Diagnose variadic functions defined without prototypes
30559,2007-01-23,2007-02-19,P3 normal ,efficient/hang,[4.3 Regression] compiler loops forever with flag -O3
37903,2008-10-23,2008-11-01,P4 normal ,wrong_output,[4.3/4.4 Regression] wrong-code for complicated vector subscripts
26182,2006-02-08,2006-02-25,P3 normal ,wrong_output,(min|max)loc with scalar mask aborts at runtime
42513,2009-12-26,2010-05-12,P3 normal ,others,-ftree-vectorize and zlib: firefox crashes with segmentation faults on start
19808,2005-02-07,2021-11-23,P2 enhancement ,diagnostic,miss a warning about uninitialized member usage in member initializer list in constructor
30595,2007-01-26,2009-02-06,P3 normal ,others,gcc3.4.6 generates incorrect ppc32 code for combination of bitfields and shifts
22354,2005-07-07,2021-07-24,P2 enhancement ,accepts_invalid,g++ accepts specialization without declaration
42961,2010-02-04,2013-04-12,P2 normal ,others,[4.6 regression] IRA register preferencing bug
30586,2007-01-25,2007-01-28,P3 normal ,others,[4.2/4.3 regression] Namespace pollution in c++ headers
18544,2004-11-18,2004-11-22,P2 normal ,crash,[4.0 regression] ICE with -ftree-vectorize
43232,2010-03-02,2010-03-02,P3 normal ,others,.eh_frame section created despite -fno-exceptions
36747,2008-07-07,2008-09-17,P3 normal ,crash,"ICE in set_uids_in_ptset, at tree-ssa-structalias.c:4785  with -O"
37918,2008-10-26,2009-03-31,P3 normal ,wrong_output,[4.2 Regression] bitfield shift fails with optimizer (-O2)
47555,2011-01-31,2011-02-03,P3 normal ,efficient/hang,[4.4 Regression] Huge memory usage when optimizing
19104,2004-12-21,2014-12-09,P2 enhancement ,others,in range test not noticed
31701,2007-04-25,2007-05-26,P3 normal ,wrong_output,[4.1/4.2/4.3 Regression] SH: wrong epilogue for sibling calls
37631,2008-09-23,2008-09-29,P3 minor ,others,non-volatile asm passes volatile asm (-O3)
53354,2012-05-15,2012-05-15,P3 normal ,others,%z# asm specifier could be extended to support immediate constraints
24730,2005-11-08,2005-11-13,P3 minor ,others,"""Phlegmatic work"" when moving cursor with arrow keys in JTextField"
20259,2005-03-01,2005-07-23,P2 normal ,others,iostream functions/methods declared
42778,2010-01-17,2018-12-13,P3 normal ,others,Superfluous stack management code is generated
18477,2004-11-14,2005-07-23,P2 normal ,diagnostic,Wsequence-point false positive
22465,2005-07-13,2005-07-23,P2 normal ,others,[4.1 Regression] gcc/doc/tm.texi:9284: Cross reference to nonexistent node
36055,2008-04-26,2009-11-23,P3 minor ,others,Missed optimisation of QI register loads
22855,2005-02-04,2005-07-23,P3 normal ,others,javax.swing.text.DefaultStyledDocument not implemented in 0.13
19195,2004-12-29,2005-06-04,P2 normal ,crash,"gfortran: ICE in final_scan_insn, at final.c:1843"
18542,2004-11-18,2004-12-16,P2 normal ,crash,[3.4 regression] ICE: output_operand: invalid expression as operand
27811,2006-05-29,2006-06-06,P3 normal ,others,FAIL: g++.dg/opt/
40395,2009-06-10,2009-06-10,P3 normal ,others,Variable values calculated differently depending on storage class
47805,2011-02-18,2018-06-25,P3 normal ,rejects_valid,[OOP] Overridding hidden (private) TPB is rejected
62102,2014-08-12,2014-10-14,P3 normal ,crash,[5 Regression]: gcc.dg/torture/
22075,2005-06-15,2005-07-23,P2 normal ,others,"bootstrap fails when comparing stage 2 with stage 3 due to use of obsoleted ""tail +16c"" syntax"
19741,2005-02-01,2023-12-06,P2 minor ,diagnostic,suboptimal error message for template functions (as opposed to non-templates)
34644,2008-01-02,2008-01-03,P3 normal ,others,"Ada runtime build failure on OpenBSD, missing clearenv()"
28394,2006-07-16,2006-11-01,P3 major ,accepts_invalid,Ada: Ambiguous call not detected when using dotted notation
33189,2007-08-25,2007-08-31,P3 normal ,others,"read(blah, fmt=*) is accepted, but read(blah, '*') not."
28105,2006-06-20,2013-06-22,P3 normal ,diagnostic,Check for memory allocations bigger than size_t
19010,2004-12-15,2004-12-15,P2 normal ,others,sse and mmx parameter passing broken
21942,2005-06-06,2007-07-02,P2 normal ,others,boehm-gc doesn't compile on Solaris 10/amd64
43390,2010-03-16,2010-03-22,P3 normal ,crash,[4.5 Regression] ICE: integral result type precision does  not match field size of BIT_FIELD_REF
33158,2007-08-23,2023-05-06,P3 enhancement ,others,missed store sinking opportunity
23828,2005-09-12,2005-09-25,P2 minor ,others,local calling convention not used when using --combine
44658,2010-06-24,2010-07-17,P3 normal ,others,ARM/NEON VSHLL instruction/intrinsic must allow shifts by 0
22056,2005-06-13,2005-06-16,P2 normal ,others,gcc.dg/
47175,2011-01-05,2011-01-05,P3 normal ,others,"no predefined macros __amd64, __amd64__, __x86_64 __x86_64__ in prepocessor"
42111,2009-11-19,2021-08-12,P3 normal ,others,Failure in gcc.dg/cleanup-13.c on older x86 boxes
25731,2006-01-10,2006-01-23,P3 normal ,wrong_output,Complex values passed in wrong registers
37768,2008-10-08,2008-10-09,P3 normal ,others,bogus warnings on x86_64-mingw32 due to attribute((format(printf))) breakage
36181,2008-05-08,2018-06-29,P3 normal ,crash,Simple for loop generates ICE with -ftree-parallelize-loops=2
40238,2009-05-24,2009-05-25,P3 normal ,crash,"[4.5 Regression] ICE in gimple_verify_flow_info, at tree-cfg.c:4603"
20227,2005-02-27,2006-05-30,P3 minor ,others,[m68k] long double -> double cast fails with -0.0
23802,2005-09-09,2005-09-29,P2 normal ,others,[mingw32] sleep malfunction
47861,2011-02-23,2011-02-24,P3 trivial ,others,static variables inside member functions
42980,2010-02-05,2024-10-14,P3 normal ,others,"GCC parallel ""make install"" failures"
25689,2006-01-06,2022-07-22,P3 enhancement ,diagnostic,missed diagnostic about assignment used as truth value.
31639,2007-04-20,2007-07-23,P3 normal ,crash,"[4.1/4.2/4.3] ICE in gfc_conv_constant, at fortran/trans-const.c:348 with len"
34402,2007-12-09,2009-12-10,P3 normal ,accepts_invalid,Diagnose illegal initialization of derived type containing allocatable component
60082,2014-02-05,2015-02-24,P3 major ,others,Certain Cilk keywords executable Hanging for -O1
19178,2004-12-28,2005-07-23,P2 normal ,others,internal compiler error: verify_stmts
22877,2005-02-15,2005-07-23,P3 normal ,others,NullPointerException in Parser.classClosed with -encoding UTF-8
45087,2010-07-26,2010-07-29,P3 normal ,rejects_valid,-fwhole-program: Miscompiled due to wrong decls
19352,2005-01-09,2005-12-30,P2 enhancement ,others,Recursive IO functions are not allowed (F2003)
23186,2005-08-01,2005-09-20,P2 normal ,others,g++.dg/other/
28885,2006-08-29,2006-10-31,P3 normal ,others,ICE passing components of array of derived type
29087,2006-09-14,2006-09-21,P3 normal ,crash,[4.1 Regression] More than 35000 switch cases crash cc1plus
20445,2005-03-12,2005-07-23,P2 critical ,others,garbage returned when trying to get the second word of a double value
19172,2004-12-28,2005-07-23,P2 normal ,others,strcpy bug? or mine?
32992,2007-08-05,2007-08-20,P3 normal ,wrong_output,[4.1/4.2/4.3 Regression] Incorrect code generated for anonymous union and return
30831,2007-02-17,2007-02-20,P3 normal ,others,Writing (transforming) XML fails
38205,2008-11-20,2009-03-23,P3 normal ,others,Tranformational function SUM rejected in initialization expressions
44699,2010-06-28,2011-01-25,P3 blocker ,others,[4.6 Regression] Bootstrap failure for x86_64-apple-darwin10: ICE while compiling genmodes.c
18746,2004-12-01,2004-12-01,P2 normal ,crash,[4.0 Regression] segfault with cc1 compiled with checking disabled
35655,2008-03-21,2009-04-09,P3 normal ,others,[m68hc11] Segmentation fault when compiling libgcc2.c
33471,2007-09-18,2007-09-18,P3 normal ,others,"[4.3 regression] internal compiler error: in extract_insn, at recog.c:1990"
51547,2011-12-14,2011-12-28,P3 normal ,rejects_valid,"auto, type deduction, reference collapsing and const: invalid initialization of reference of type 'const X&&' from expression of type 'const X'"
46790,2010-12-03,2011-02-28,P1 major ,wrong_output,[4.6 regression] EH failures in libstdc++ testsuite with --gc-sections and GNU ld 2.18
52970,2012-04-13,2015-10-20,P3 normal ,others,OpenMP Scoping Incorrect for Arrays of Parameters
28064,2006-06-16,2008-10-15,P3 normal ,others,.debug_str is used only when optimizing
24921,2005-11-17,2005-11-17,P3 normal ,others,iostat on read
30361,2007-01-03,2021-09-17,P3 normal ,others,"Documentation: Example usage of __attribute__((visibility(""hidden""))) misleading"
35027,2008-01-30,2008-02-23,P3 normal ,diagnostic,"""too short to be a PCH file"" warning should be conditional on -Winvalid-PCH"
42205,2009-11-28,2009-12-23,P1 normal ,crash,[4.5 Regression] [graphite] internal compiler error: verify_ssa failed with -ffast-math -floop-interchange
41677,2009-10-11,2009-10-11,P3 normal ,others,[4.5 regression] Revision 152642 caused gcc.target/i386/
49724,2011-07-13,2011-07-16,P3 normal ,others,[4.6/4.7 Regression] FAIL: gnat.dg/socket1.adb execution test
62174,2014-08-18,2014-09-03,P3 normal ,rejects_valid,Component declarations overwrite types of Cray Pointee variables
37556,2008-09-17,2008-09-30,P3 minor ,crash,[4.4 regression] ICE with invalid typedef
28060,2006-06-16,2007-03-30,P3 normal ,others,segfault in cairoDrawGlyphVector
27047,2006-04-05,2006-04-05,P3 normal ,others,gfortran print flush in dll
22307,2005-07-05,2007-09-21,P2 normal ,others,Missing tests for actual library functions
26841,2006-03-24,2006-03-24,P3 normal ,others,extern inline fails to create external definition in C99 mode
31852,2007-05-07,2018-07-04,P3 enhancement ,others,Missing __builtin_memchr
43519,2010-03-25,2010-04-06,P3 normal ,others,[graphite] Bootstrap with Graphite enabled fails in Java libs
18551,2004-11-18,2005-03-20,P2 normal ,wrong_output,wrong asm output for -mcall-prologues with g++
