Bug_id,Project,Category,Subcategory,Creation Date,Symptom,Root Cause(patch),Importance,Title
95311,GCC,runtime_polymorphic,override control,2020/5/25,Crash,API Misuse,P3 normal,[11 Regression] ICE in cp_ubsan_maybe_instrument_member_call at gcc/cp/cp-ubsan.c:136 since
100797,GCC,inheritance,multiple inheritance,2021/5/27,Wrong Code,Error Code Logic,P2 normal,[10/11 Regression] using declaration causing virtual call with wrongly adjusted this pointer
99664,GCC,runtime_polymorphic,override control,2021/3/19,Accept Invalid,Assignment Error,P3 normal,"Overriding virtual function with different return type (and not covariant) is allowed to compile, when it shouldn  t be"
80956,GCC,object,initialization & destruction,2017/6/2,Crash,Error Message,P2 normal,[7 Regression] ICE with abstract class vector
106304,GCC,runtime_polymorphic,casting,2022/7/14,Crash,Assignment Error,P3 normal,"[modules] ICE compiling dynamic_cast in constexpr function (in tree_node, at cp/module.cc:9183)"
99815,GCC,compiletime_polymorphic,constraints and concepts,2021/3/29,Crash,Assignment Error,P1 normal,"[11 Regression] ICE: in placeholder_type_constraint_dependent_p, at cp/pt.c:28193"
100138,GCC,compiletime_polymorphic,constraints and concepts,2021/4/18,Crash,API Misuse,P3 normal,ICE with constructor constrained (C++20 Concepts) by parameter pack length
99180,GCC,compiletime_polymorphic,template alias,2021/2/20,Crash,Incorrect Branch,P2 normal,[10 Regression] ICE with alias template and empty parameter pack
98611,GCC,compiletime_polymorphic,template specialization,2021/1/9,Crash,Overlooked Case,P3 normal,"[concepts][10 Regression] ICE in get_underlying_template, at cp/pt.c:6494 since"
88986,GCC,compiletime_polymorphic,template alias,2019/1/22,Crash,Overlooked Case,P4 normal,"[8 Regression] ICE: tree check: expected tree that contains 'decl minimal' structure, have 'error_mark' in member_vec_binary_search, at cp/name-lookup.c:1136"
93207,GCC,compiletime_polymorphic,constraints and concepts,2020/1/8,Reject Valid,Error Code Logic,P3 normal,[concepts] Variadic concepts refuse to compile when function definition is not inline
103346,GCC,compiletime_polymorphic,template alias,2021/11/21,Crash,Error Code Logic,P3 normal,"ICE on template specialization via alias template with a non-type parameter pack, and fold expression on lambda calls"
97819,GCC,object,initialization & destruction,2020/11/13,Reject Valid,Overlooked Case,P3 normal,Pack expansion in member initializer lists nested with their parameter list got rejected.
82239,GCC,others,others,2017/9/18,Reject Valid,API Misuse,P3 normal,Parentheses around constexpr template member break static_assert
96330,GCC,compiletime_polymorphic,template instantiation,2020/7/27,Reject Valid,Incorrect Branch,P3 normal,Constexpr variables cannot be used in the template context.
100592,GCC,compiletime_polymorphic,template alias,2021/5/14,Reject Valid,Assignment Error,P3 normal,"Bogus ""qualifiers cannot be applied"" error with reference type produced by dependent alias template"
81236,GCC,encapsulation,class scope(global),2017/6/27,Crash,Incorrect Branch,P3 normal,Crash when calling a template member function from generic lambda
91768,GCC,compiletime_polymorphic,template(no instantiation),2019/9/14,Reject Valid,Error Code Logic,P3 normal,gcc try to resolve member of dependent type too soon
105842,GCC,compiletime_polymorphic,constraints and concepts,2022/6/3,Reject Valid,Error Code Logic,P3 normal,rejects-valid: static member function overload set constrained by concepts for class template results in ambiguous call
102137,GCC,compiletime_polymorphic,template instantiation,2021/8/30,Accept Invalid,Error Code Logic,P3 normal,class template argument deduction with template template parameter allows explicit deduction guide
91907,GCC,compiletime_polymorphic,template(no instantiation),2019/9/25,Reject Valid,API Misuse,P3 normal,['17] Constexpr of member function pointer as template parameter results in inconsistent diagnostics
92944,GCC,compiletime_polymorphic,constraints and concepts,2019/12/15,Reject Valid,Error Code Logic,P3 normal,[concepts] redefinition error when using constrained structure template inside namespace
79308,GCC,encapsulation,class scope(global),2017/1/31,Crash,Error Code Logic,P3 normal,"ICE on specialization of nested template classes (in finish_member_declaration, at cp/semantics.c:2963)"
89511,GCC,encapsulation,class scope(global),2019/2/26,Crash,Incorrect Branch,P2 normal,"[7/8 Regression] ICE in push_using_decl_1, at cp/name-lookup.c:3845"
93614,GCC,encapsulation,class scope(global),2020/2/6,Reject Valid,Assignment Error,P3 normal,C++ compile error with struct in template class and < operator
94799,GCC,encapsulation,class scope(global),2020/4/27,Reject Valid,Assignment Error,P2 normal,[8/9/10 Regression] Calling a member template function fails
92859,GCC,object,overloading,2019/12/8,Wrong Code,API Misuse,P3 normal,compiler treats enum type as an integer during overload resolution when a bit-field of this enum is considered
105589,GCC,compiletime_polymorphic,template alias,2022/5/13,Crash,Error Message,P1 normal,[12/13 Regression] [ICE] templated type alias over std::array with bound type in template function fails
99120,GCC,compiletime_polymorphic,template(no instantiation),2021/2/16,Crash,Incorrect Branch,P2 normal,[8/9/10 Regression] ICE in -Wshadow in templated member function
100862,GCC,encapsulation,class scope(global),2021/6/1,Reject Valid,Error Code Logic,P3 normal,using enum member access fail
103749,GCC,compiletime_polymorphic,template(no instantiation),2021/12/16,Diagnostic,Overlooked Case,P3 normal,Misleading error message on template/non-template conflict
93400,GCC,compiletime_polymorphic,constraints and concepts,2020/1/23,Crash,Assignment Error,P3 normal,"[10 Regression] ICE: in tsubst, at cp/pt.c:15142 on friends with concepts"
91845,GCC,encapsulation,class scope(global),2019/9/20,Crash,Error Code Logic,P4 normal,"[8/9/10 Regression] ICE: tree check: expected class 'type', have 'exceptional' (error_mark) in build_m_component_ref, at cp/typeck2.c:2086"
80575,GCC,encapsulation,member access,2017/4/30,Others,Overlooked Case,P3 normal,unnecessary virtual function table support in member function call
80043,GCC,encapsulation,member access,2017/3/14,Crash,API Misuse,P3 normal,[6/7 Regression] ICE with pointer-to-member-function and -fpermissive
107574,GCC,encapsulation,member access,2022/11/8,Crash,Overlooked Case,P2 normal,[10/11 Regression] ICE: tree check in cp_fold_convert with ptr to member field cast inside a class not completed and inherent since
82980,GCC,encapsulation,class scope(global),2017/11/14,Reject Valid,API Misuse,P2 normal,"[9/10 Regression] template keyword should not be required for captured decl of the ""base"" type since"
107938,GCC,object,overloading,2022/11/30,Crash,Overlooked Case,P2 normal,[11/12 Regression] ICE directly returning `this` of `extern` variable in template since
94772,GCC,object,initialization & destruction,2020/4/26,Reject Valid,Overlooked Case,P1 normal,[10 Regression] constructing constexpr variables fail with delegated constexpr constructors
89836,GCC,runtime_polymorphic,casting,2019/3/26,Reject Valid,API Misuse,P3 normal,converted constant expression of type bool and explicit conversion functions
90448,GCC,encapsulation,class scope(global),2019/5/13,Reject Valid,Incorrect Branch,P2 normal,[8/9/10/11 Regression] decltype-based lambda parameter pack is rejected
89158,GCC,encapsulation,class scope(global),2019/2/2,Reject Valid,API Misuse,P2 normal,[8 Regression] by-value capture of ICE variable isn't an lvalue?
81675,GCC,object,initialization & destruction,2017/8/2,Diagnostic,Error Code Logic,P2 normal,[6 Regression] attribute(noreturn) of destructor in :? not honored
82461,GCC,object,initialization & destruction,2017/10/7,Reject Valid,Incorrect Branch,P2 normal,[7 Regression] Temporary required for brace-initializing (non-literal-type) member variable
88857,GCC,object,initialization & destruction,2019/1/15,Crash,Incorrect Branch,P2 normal,[7/8 Regression] ICE in build_value_init
100489,GCC,object,initialization & destruction,2021/5/8,Crash,Overlooked Case,P2 normal,[10/11/12 Regression] ICE in cp/constexpr.c:3556
82593,GCC,object,initialization & destruction,2017/10/17,Crash,Error Code Logic,P3 normal,"Internal compiler error: in process_init_constructor_array, at cp/typeck2.c:1294"
93107,GCC,object,initialization & destruction,2019/12/30,Reject Valid,Overlooked Case,P3 normal,unable to deduce initializer_list<auto> from function template
88875,GCC,object,initialization & destruction,2019/1/16,Reject Valid,Incorrect Branch,P1 normal,[9 regression] initializer_list and explicit ctor
106366,GCC,compiletime_polymorphic,template instantiation,2022/7/20,Reject Valid,Error Code Logic,P3 normal,CTAD fails to prioritize initializer_list when done via Deduction guide and inherited CTORS
104031,GCC,object,initialization & destruction,2022/1/14,Wrong Code,API Misuse,P1 normal,[12 regression] Global nested constructors generate invalid code since
104182,GCC,object,initialization & destruction,2022/1/22,Wrong Code,Assignment Error,P1 critical,[12 Regression] Wrong Code since
92869,GCC,object,initialization & destruction,2019/12/9,Wrong Code,Overlooked Case,P3 normal,[10 Regression] C++17 wrongly reports aggregate type as not-aggregate (when explicitly defaulted ctors are added)
100054,GCC,object,initialization & destruction,2021/4/12,Crash,Error Code Logic,P1 normal,[11 Regression] internal compiler error: in get_nsdmi
92745,GCC,object,initialization & destruction,2019/12/1,Reject Valid,Overlooked Case,P2 normal,[9 Regression] Initializing array with vec4 results in compile error
82873,GCC,object,copy & move,2017/11/7,Wrong Code,Overlooked Case,P3 normal,Generated copy constructor calls constructors for 0-sized array members
79606,GCC,inheritance,member access(inherit),2017/2/19,Crash,Incorrect Branch,P3 normal,[7 Regression] ICE with NSDMI and this pointer in template
79461,GCC,object,initialization & destruction,2017/2/10,Crash,Overlooked Case,P2 normal,[5 Regression] [C++1z] ICE when capturing a variable in a lambda in a constexpr constructor
80186,GCC,object,initialization & destruction,2017/3/25,Crash,API Misuse,P3 normal,ICE on C++ code with invalid constructor: Segmentation fault (program cc1plus)
98712,GCC,inheritance,member access(inherit),2021/1/17,Wrong Code,Overlooked Case,P3 normal,Incorrect defaulted operator== at compile time and runtime when declared constexpr and inheriting (c++20)
93675,GCC,object,overloading,2020/2/11,Reject Valid,Error Code Logic,P3 normal,Starship operator on a hidden friend operator does not work
95629,GCC,object,overloading,2020/6/10,Crash,Incorrect Branch,P3 normal,consteval operator== Crashes compiler
93480,GCC,object,overloading,2020/1/28,Reject Valid,Error Code Logic,P3 normal,Defaulted <=> doesn't expand array elements
94462,GCC,encapsulation,class scope(global),2020/4/2,Crash,Incorrect Branch,P1 normal,"[10 Regression] ICE in duplicate_decls, at cp/decl.c:1456 since"
91098,GCC,inheritance,member access(inherit),2019/7/5,Crash,Incorrect Branch,P3 normal,"[10 Regression] internal compiler error: tree check: expected var_decl or field_decl or function_decl or type_decl or template_decl, have using_decl in build_deduction_guide, at cp/pt.c:27167"
92806,GCC,compiletime_polymorphic,constraints and concepts,2019/12/4,Diagnostic,API Misuse,P3 normal,Suboptimal diagnostic for concept that depends on non-bool value
95303,GCC,compiletime_polymorphic,constraints and concepts,2020/5/24,Diagnostic,Incorrect Branch,P3 normal,[concepts] Member type of class template is incorrectly printed in diagnostics when it fails to satisfy a concept
79679,GCC,object,initialization & destruction,2017/2/22,Wrong Code,Assignment Error,P3 normal,[7 Regression] [C++17] Missing destruction of temporary within constructor's mem-initializer-list
92001,GCC,others,others,2019/10/5,Diagnostic,Incorrect Branch,P3 normal,missing -Wclass-memaccess with array as first argument to memset
92385,GCC,object,initialization & destruction,2019/11/5,Efficient,Overlooked Case,P3 normal,extremely long and memory intensive compilation for brace construction of array member
90449,GCC,inheritance,multiple inheritance,2019/5/13,Diagnostic,Error Message,P3 normal,No way to turn off warning about inaccessible base
83205,GCC,others,others,2017/11/29,Crash,Error Message,P3 normal,ICE on structured binding with ill-formed negative std::tuple_size<T>::value
96164,GCC,compiletime_polymorphic,constraints and concepts,2020/7/11,Reject Valid,Incorrect Branch,P3 normal,Constraints and explicit template instantiation
98486,GCC,compiletime_polymorphic,constraints and concepts,2020/12/31,Accept Invalid,Incorrect Branch,P3 normal,Variable template specialization doesn't account for primary's constraints
105351,GCC,compiletime_polymorphic,constraints and concepts,2022/4/22,Accept Invalid,API Misuse,P3 normal,[concepts] Constraint checking does correctly match static member attributes
98551,GCC,compiletime_polymorphic,template alias,2021/1/5,Crash,API Misuse,P2 normal,"[10/11 Regression] ICE in replace_result_decl, at cp/constexpr.c:2150"
90691,GCC,object,initialization & destruction,2019/5/31,Diagnostic,Error Code Logic,P2 normal,[9 regression] -Wsign-compare false-positive with constant
90212,GCC,encapsulation,class scope(global),2019/4/23,Reject Valid,Error Code Logic,P2 normal,[8 Regression] by-ref capture of constexpr class object rejected
97427,GCC,object,initialization & destruction,2020/10/14,Reject Valid,Incorrect Branch,P3 normal,constexpr destructor for const object incorrectly rejected as modifying const object
83116,GCC,encapsulation,class scope(global),2017/11/22,Wrong Code,Incorrect Branch,P2 normal,[6 Regression] Statement with no effect causes Wrong Code of static object constexpr method
91378,GCC,compiletime_polymorphic,template instantiation,2019/8/6,Crash,API Misuse,P2 normal,[9 regression] [C++17] ICE in type_dependent_expression_p with noexcept and deduced return type
98745,GCC,others,others,2021/1/19,Crash,Overlooked Case,P3 normal,[11 Regression] ICE: Segmentation fault (in print_mem_ref / c_pretty_printer::primary_expression)
105035,GCC,encapsulation,member access,2022/3/23,Crash,Incorrect Branch,P2 normal,"[11 Regression] tree check: expected field_decl, have identifier_node in operand_equal_p, at fold-const.c:3335 since"
99565,GCC,encapsulation,member access,2021/3/12,Diagnostic,API Misuse,P1 normal,[11 Regression] Bogus identical branches warning when returning references to union members
84850,GCC,object,copy & move,2018/3/13,Diagnostic,Error Code Logic,P1 normal,[8 Regression] -Wclass-memaccess on a memcpy in a copy assignment operator with no nontrivial bases or members
85437,GCC,runtime_polymorphic,casting,2018/4/17,Reject Valid,Error Code Logic,P1 normal,[8 Regression] member pointer static upcast rejected in a constexpr context
85739,GCC,compiletime_polymorphic,template instantiation,2018/5/10,Crash,API Misuse,P2 normal,"[8/9 Regression] internal compiler error: in finish_member_declaration, at cp/semantics.c:3057"
88049,GCC,object,initialization & destruction,2018/11/15,Crash,Overlooked Case,P2 normal,[8 Regression] ICE in lto_symtab_prevailing_virtual_decl at gcc/lto/lto-symtab.c:1075 since r23
86610,GCC,object,overloading,2018/7/20,Reject Valid,Incorrect Branch,P2 normal,[8/9 Regression] non-const operator erroneously called in lambda in templated function
83796,GCC,object,initialization & destruction,2018/1/11,Accept Invalid,Overlooked Case,P2 normal,[7 Regression] Abstract classes allowed to be instantiated when initialised as default parameter to function or constructor
85659,GCC,others,others,2018/5/5,Crash,Incorrect Branch,P3 normal,[6/7 Regression] ICE with inline assembly inside virtual function
87820,GCC,runtime_polymorphic,casting,2018/10/30,Accept Invalid,Error Code Logic,P3 normal,Explicit user-defined casting inside a template class working in implicit conversion inside function template
84001,GCC,compiletime_polymorphic,template instantiation,2018/1/23,Crash,Assignment Error,P3 normal,ICE in dependent_type_p cp/pt.c:23567 when using member type of template parameter in template list
84140,GCC,compiletime_polymorphic,constraints and concepts,2018/1/30,Reject Valid,Others,P3 normal,Inline friends are not constrained by concepts
85806,GCC,compiletime_polymorphic,constraints and concepts,2018/5/16,Reject Valid,Others,P3 normal,"[concepts] Hard error for ""invalid use of non-static data member"" in a requires expression"
88515,GCC,compiletime_polymorphic,constraints and concepts,2018/12/15,Reject Valid,Others,P3 normal,[concepts] id-expression that names non-static data member rejected in requires-expression
84449,GCC,object,initialization & destruction,2018/2/18,Crash,Overlooked Case,P4 normal,[7 Regression] ICE with constexpr and deleted destructor
84348,GCC,compiletime_polymorphic,template(no instantiation),2018/2/12,Crash,Error Code Logic,P4 normal,[7 Regression] ICE with invalid friend declaration
108438,GCC,compiletime_polymorphic,template(no instantiation),2023/1/17,Crash,API Misuse,P4 normal ,"[11/12/13/14/15 Regression] ICE in cxx_eval_constant_expression, at cp/constexpr.cc:7611"
108468,GCC,compiletime_polymorphic,template instantiation,2023/1/19,Crash,Incorrect Branch,P2 normal ,[11 Regression] ICE in most_specialized_partial_spec/builtin_guide_p in C++20 mode
108526,GCC,compiletime_polymorphic,template(no instantiation),2023/1/24,Crash,Overlooked Case,P1 normal ,[13 Regression] ICE in start_preparsed_function with static on generic lambdas inside a template
108606,GCC,encapsulation,friends,2023/1/30,Crash,Assignment Error,P1 normal ,[13 Regression] ICE in potential_constant_expression_1 with friend function declaration inside a local class of a generic/templated lambda
109241,GCC,encapsulation,class scope(global),2023/3/21,Crash,Overlooked Case,P1 normal ,[12/13/14 Regression] ICE Segmentation fault for statement expression with a local type inside inside a generic lambda inside a generic lambda since 
109247,GCC,object,copy & move,2023/3/22,Reject Valid,Overlooked Case,P3 normal ,[13/14 Regression] optional<T> o; o = {x}; wants to use explicit optional(U) constructor since 
109277,GCC,runtime_polymorphic,casting,2023/3/24,Reject Valid,Assignment Error,P3 normal ,[13 Regression] type_traits:1417:30: error: invalid use of incomplete type â€˜class v8::internal::WasmArrayâ€?
109320,GCC,compiletime_polymorphic,template alias,2023/3/28,Crash,Error Code Logic,P1 normal ,"[13 Regression] ICE in coerce_template_parameter_pack, at cp/pt.cc:8795"
109739,GCC,object,initialization & destruction,2023/5/4,Others,Incorrect Branch,P3 normal ,bogus warning due to -Wmissing-field-initializers in C++20 with designated initializers on struct with empty base class
109745,GCC,encapsulation,member access,2023/5/5,Accept Invalid,Error Code Logic,P2 normal ,[13 Regression] Incorrect code generated with -O1 when having a constexpr object modifying a mutable member
109761,GCC,encapsulation,class scope(global),2023/5/6,Reject Valid,Assignment Error,P3 normal ,[11/12 Regression] Nested class destructor's noexcept specification incorrectly considered as too loose compared to the outer class
109876,GCC,compiletime_polymorphic,template instantiation,2023/5/16,Reject Valid,Assignment Error,P2 normal ,[11/12 Regression] initializer_list not usable in constant expressions in a template
109923,GCC,encapsulation,friends,2023/5/21,Accept Invalid,Incorrect Branch,P3 normal ,"Template friend function defined in a template class becomes a friend of all instantiations, not one"
110064,GCC,inheritance,member access(inherit),2023/5/31,Diagnostic,Incorrect Branch,P3 normal ,spurious missing initializer for member for anonymous
110075,GCC,encapsulation,class scope(global),2023/6/1,Diagnostic,Overlooked Case,P3 normal ,Bogus -Wdangling-reference
110122,GCC,compiletime_polymorphic,template instantiation,2023/6/5,Reject Valid,Overlooked Case,P3 normal ,"[13/14 Regression] using an aggregate with a member variable with a user defined copy constructor in a class NTTP causes capture and use of the `this` pointer in a generic lambda to produce the following error ""-copy ctor- used before its definition"""
110463,GCC,encapsulation,member access,2023/6/28,Accept Invalid,Assignment Error,P3 normal ,[13/14 Regression] Mutable subobject is usable in a constant expression
110566,GCC,compiletime_polymorphic,template alias,2023/7/5,Crash,API Misuse,P2 normal ,"[13 Regression] ICE when instantiating function template with template template parameter with 2 or more auto parameters with a dependent member template, ICE in tsubst, at cp/pt.cc:16135"
110809,GCC,compiletime_polymorphic,template(no instantiation),2023/7/25,Crash,API Misuse,P3 normal ,"ICE: in unify, at cp/pt.cc:25226 with floating-point NTTPs"
111286,GCC,object,initialization & destruction,2023/9/4,Crash,Incorrect Branch,P2 normal ,[12/13/14 Regression] ICE on functional cast empty brace-init-list to const array reference
111705,GCC,compiletime_polymorphic,constraints and concepts,2023/10/5,Reject Valid,Incorrect Branch,P3 normal ,[12/13 Regression] use of concepted copy constructored struct inside a template function messes up with -fchecking=2
111710,GCC,encapsulation,class scope(global),2023/10/5,Others,API Misuse,P3 normal ,[modules] ICE when compiling module where a lambda is assigned to a field in an exported class
112427,GCC,encapsulation,member access,2023/11/7,Crash,Assignment Error,P1 normal ,"[14 regression] ICE when building Minetest (internal compiler error: tree check: expected tree that contains â€˜decl commonâ€?structure, have â€˜identifier_nodeâ€?in get_inner_reference, at expr.cc:7931) since"
112436,GCC,compiletime_polymorphic,constraints and concepts,2023/11/8,Reject Valid,API Misuse,P3 normal ,SFINAE-unfriendly error on throwing pointer to incomplete type
112439,GCC,object,initialization & destruction,2023/11/8,Reject Valid,Incorrect Branch,P3 normal ,[13/14 Regression] Modification of a member overlapping with a [[no_unique_address]] member in the constructor is incorrectly rejected in constant evaluation since 
112619,GCC,object,initialization & destruction,2023/11/19,Crash,Overlooked Case,P1 normal ,"[14 regression] ICE when building libcrafter (tree check: expected statement_list, have modify_expr in tsi_start, at tree-iterator.h:57) since "
112632,GCC,compiletime_polymorphic,template alias,2023/11/20,Reject Valid,API Misuse,P1 normal ,[14 Regression]  Non-type template parameter created with converting constructor sometimes has original type
112765,GCC,others,others,2023/11/29,Diagnostic,Error Message,P3 normal ,[14 regression] -Wparentheses warning even when extra parens are present
113063,GCC,object,overloading,2023/12/18,Crash,API Misuse,P3 normal ,Strange linker error in special case involving local class with defaulted spaceship operator and static assert
113083,GCC,object,initialization & destruction,2023/12/19,Crash,Overlooked Case,P1 normal ,"[14 Regression][arm] ICE in fold_convert_loc, at fold-const.cc:2602 since "
113088,GCC,others,others,2023/12/19,Crash,Error Code Logic,P2 normal ,[12/13 Regression] Segmentation fault with empty try/catch following try/catch with returns + noexcept destructor
113141,GCC,runtime_polymorphic,casting,2023/12/26,Crash,Assignment Error,P2 normal ,[13 Regression] ICE on conversion to reference in aggregate initialization
28885,LLVM,inheritance,derived class construction & destruction,2016/8/6,Wrong Code,Error Message,P normal,Regression concerning inheriting constructor
29087,LLVM,inheritance,member access(inherit),2016/8/22,Crash,API Misuse,P release blocker,"Assertion `isa<X>(Val) && ""cast<Ty>() argument of incompatible type!""' failed from EvaluateUnaryTypeTrait in lib/Sema/SemaExprCXX.cpp"
20445,LLVM,object,initialization & destruction,2014/7/24,Wrong Code,API Misuse,P normal,Clang doesn't emit ctor call from template instantiations if it needs to perform initializer_list conversion
19172,LLVM,inheritance,multiple inheritance,2014/3/18,Crash,Overlooked Case,P normal,[Windows] Wrong this adjustment calculated for virtual destructor in a class with complex inheritance
32992,LLVM,inheritance,member access(inherit),2017/5/10,Others,Overlooked Case,P enhancement,Static const members in base classes are not dllexported
30831,LLVM,compiletime_polymorphic,template instantiation,2016/10/28,Crash,API Misuse,P normal,Parser segmentation fault
38205,LLVM,compiletime_polymorphic,template instantiation,2018/7/17,Accept Invalid,Error Message,P enhancement,type mismatch in explicit template instantiation of static data member of class template not detected
44699,LLVM,encapsulation,class scope(global),2020/1/28,Reject Valid,Error Code Logic,P normal,Members of nested classes incorrectly shadow template parameters of member functions of the nested class
18746,LLVM,compiletime_polymorphic,template(no instantiation),2014/2/5,Reject Valid,Incorrect Branch,P normal,rejects-valid on a constexpr member function of a class template with a deduced return type and no return statements
35655,LLVM,compiletime_polymorphic,template(no instantiation),2017/12/13,Reject Valid,Overlooked Case,P enhancement,"Non-type ""auto"" template parameter of member function of class template fails to compile"
33471,LLVM,compiletime_polymorphic,template instantiation,2017/6/15,Crash,Overlooked Case,P enhancement,Crash with 'operator auto'
51547,LLVM,object,initialization & destruction,2021/8/19,Crash,Error Message,P normal,ICE attempting to deduce array of class template in new-expression
46790,LLVM,compiletime_polymorphic,constraints and concepts,2020/7/21,Crash,Error Code Logic,P enhancement,deserialization Crash on checking concept-related TemplateParameters
52970,LLVM,compiletime_polymorphic,template instantiation,2022/1/4,Others,Error Code Logic,,SFINAEing p.x on a pointer wrongly tries to complete the pointee's type
28064,LLVM,encapsulation,member access,2016/6/9,Crash,Error Code Logic,P normal,"clang Crashes on valid C++11 code: Assertion `isa<LabelDecl>(D) && ""declaration not instantiated in this scope""' failed"
24921,LLVM,compiletime_polymorphic,template specialization,2015/9/24,Reject Valid,Overlooked Case,P normal,Specializing template methods with enum parameters not working in 3.7
30361,LLVM,object,initialization & destruction,2016/9/12,Crash,Error Code Logic,P normal,clang segfaults when compiling template member function that calls destructor
35027,LLVM,compiletime_polymorphic,template(no instantiation),2017/10/21,Wrong Code,Error Code Logic,P normal,Clang fails to compile inline variable in class template
42205,LLVM,compiletime_polymorphic,template specialization,2019/6/9,Crash,Overlooked Case,P normal,Crash producing debug info for in-class partial specialization of static data member template with 'auto' type
41677,LLVM,compiletime_polymorphic,template specialization,2019/4/30,Crash,Error Code Logic,P enhancement,[clang-cl] ICE instantiating partial specialization of variable template with /Zi
49724,LLVM,compiletime_polymorphic,template instantiation,2021/3/25,Reject Valid,API Misuse,P normal,Partial template specialization error with member function
62174,LLVM,encapsulation,class scope(global),2023/4/17,Reject Valid,Overlooked Case,,Clang will ignore using declarations from qualified name lookups when handling declarators
37556,LLVM,encapsulation,class scope(global),2018/5/22,Reject Valid,API Misuse,P normal,Improper symbol redefinition diagnostic for names in different declarative regions
28060,LLVM,compiletime_polymorphic,template instantiation,2016/6/8,Crash,API Misuse,P normal,clang Crashes on valid C++11 code: Assertion `Lookup.size() == 1' failed
27047,LLVM,object,initialization & destruction,2016/3/24,Crash,Error Message,P normal,clang Crashes on valid C++11 code
22307,LLVM,compiletime_polymorphic,template instantiation,2015/1/23,Accept Invalid,Error Code Logic,P normal,Template may multiply define friend function
26841,LLVM,compiletime_polymorphic,template alias,2016/3/4,Accept Invalid,Overlooked Case,P normal,[accepts-invalid] Member template inside a local class
31852,LLVM,encapsulation,friends,2017/2/2,Reject Valid,API Misuse,P normal,Friend declaration not picked up for function with auto-deduced return type
43519,LLVM,encapsulation,member access,2019/10/1,Reject Valid,Overlooked Case,P normal,Failing compilation of dereferencing pointer-to-member function in constexpr function context
18551,LLVM,runtime_polymorphic,casting,2014/1/19,Accept Invalid,Incorrect Branch,P normal,clang (incorrectly?) converts strong enum to bool when operator! is used
18506,LLVM,runtime_polymorphic,casting,2014/1/16,Crash,Incorrect Branch,P normal,Pointer to member cast in static_cast causes assertion
20771,LLVM,runtime_polymorphic,casting,2014/8/27,Reject Valid,Assignment Error,P normal,"Regression(rr216439): ""Stored value type does not match pointer operand type!"""
23514,LLVM,object,initialization & destruction,2015/5/13,Crash,API Misuse,P normal,Out-of-sequence initialiser causes clang to Crash
22793,LLVM,object,initialization & destruction,2015/3/4,Crash,Overlooked Case,P normal,"Crash when explicitly instantiating a class template with a protected defaulted dtor, after a use of that dtor"
19876,LLVM,object,initialization & destruction,2014/5/28,Crash,Overlooked Case,P normal,Generic lambdas used within NSDMI's cause Crash when they capture 'this'
20268,LLVM,encapsulation,member access,2014/7/9,Accept Invalid,Incorrect Branch,P normal,virtual deleted functions appear to be callable.
20671,LLVM,compiletime_polymorphic,template instantiation,2014/8/14,Crash,Error Code Logic,P normal,Assertion failed: (EST != EST_Unevaluated && EST != EST_Uninstantiated) in MS ABI on innocuous code
23931,LLVM,others,others,2015/6/23,Accept Invalid,Error Message,P normal,Clang allows a virtual member function inside a union
23942,LLVM,others,others,2015/6/25,Accept Invalid,Incorrect Branch,P normal,Some invalid pure-specifiers incorrectly accepted
19879,LLVM,object,initialization & destruction,2014/5/28,Reject Valid,Others,P normal,aggregate initialization uses value initialization rather than initialization from {} for subobjects with no initializer
21969,LLVM,object,overloading,2014/12/18,Diagnostic,API Misuse,P normal,trailing return type for conversion operator leads to bizarre diagnostic
20346,LLVM,object,initialization & destruction,2014/7/17,Diagnostic,Overlooked Case,P normal,Strange diagnostic on struct initializer in template
23215,LLVM,encapsulation,member access,2015/4/13,Diagnostic,API Misuse,P normal,Pure virtual warning for qualified calls
28460,LLVM,object,initialization & destruction,2016/7/7,Diagnostic,Error Message,P normal,Wdelete-non-virtual-dtor doesn't work with std::unique_ptr
40858,LLVM,encapsulation,class scope(global),2019/2/26,Diagnostic,Overlooked Case,P enhancement,Warn when shadowing a member variable in a structured binding
42126,LLVM,object,overloading,2019/6/4,Crash,Overlooked Case,P enhancement,clang Crashes when compiling code
48656,LLVM,compiletime_polymorphic,constraints and concepts,2021/1/4,Crash,Error Code Logic,P release blocker,"front end Crash when using variadic concepts requirement with ""or"" statement (trunk/11)"
89403,GCC,compiletime_polymorphic,template instantiation,2019/2/19,Crash,Assignment Error,P2 normal,"[7 Regression] ICE in maybe_clone_body, at cp/optimize.c:693"
103711,GCC,inheritance,derived class construction & destruction,2021/12/14,Wrong Code,Overlooked Case,P3 normal,Virtual base destroyed twice when an exception is thrown in a derived class' constructor called from a delegated constructor
91334,GCC,object,initialization & destruction,2019/8/2,Crash,Error Code Logic,P1 normal,[10 Regression] ICE in propagate_necessity at gcc/tree-ssa-dce.c:813 since
82764,GCC,inheritance,derived class construction & destruction,2017/10/28,Crash,Assignment Error,P2 normal,"[7/8 Regression] ICE in output_constructor_regular_field, at varasm.c:5030"
93803,GCC,object,initialization & destruction,2020/2/18,Crash,Error Code Logic,P1 normal,[10 Regression] ICE: segmentation fault with constant initialization of class having a [[no_unique_address]] field
